title,link,published,summary,sub_category,category,author
This might make you care about Brexit,http://www.news.com.au/sport/football/britain-leaving-the-eu-could-have-big-impact-on-the-english-premier-league/story-fnk9ai4q-1227915037153?from=public_rss,"Tue, 21 Jun 2016 01:41:00 GMT",THOUSANDS of fans stay up late to watch the English Premier League. But the UK leaving the EU could change all that.,No category available,AU_sports,No author available
Finding the next football star,http://www.dailytelegraph.com.au/newslocal/the-hills/sydney-fc-community-manager-paul-reid-lectures-students-at-barker-college-ahead-of-holiday-training-camp/story-fngr8j1q-1227909894370?from=newslocal_rss,"Thu, 16 Jun 2016 05:51:00 GMT",SYDNEY FC headed to Barker College last week to promote their upcoming school holiday bootcamps which they hope will uncover the next Ronaldo.,No category available,AU_sports,No author available
Future stars bring home trophy,http://www.dailytelegraph.com.au/newslocal/the-hills/hornsby-local-football-stars-bring-home-pssa-football-trophy-for-the-first-time-since-1969/story-fngr8j1q-1227909509740?from=newslocal_rss,"Thu, 16 Jun 2016 01:28:00 GMT",Seth Messingham from Hornsby North Public School and Zac &#8220;Nugget&#8221; Bovis from Berowra Public School represented North Sydney in the NSW PSSA Boy&#8217;s football State Carnival at Valentine Sports Park in Glenwood to secure a win North Sydney hasn&#8217;t seen since 1969.,No category available,AU_sports,No author available
Jesse James represents Australia,http://www.dailytelegraph.com.au/newslocal/city-east/black-belt-with-famous-moniker-making-his-own-name-global/story-fngr8h22-1227899454241?from=newslocal_rss,"Wed, 08 Jun 2016 03:44:00 GMT","Jesse James has a legendary moniker, and now the martial arts black belt is set to make his own name known on the world stage, representing Australia.",No category available,AU_sports,No author available
Ironman legend Barry Rodgers dead at 74,http://www.dailytelegraph.com.au/newslocal/city-east/triple-ironman-champion-barry-rodgers-mourned/story-fngr8h22-1227899631444?from=newslocal_rss,"Wed, 08 Jun 2016 05:24:00 GMT",LEGENDARY Ironman champion and long-serving swimming coach Barry Rodgers died yesterday aged 74 after battling cancer. He is remembered as &#8220;the embodiment of grit and determination&#8221;.,No category available,AU_sports,No author available
‘Everyone wants to be Suarez’,http://www.dailytelegraph.com.au/newslocal/city-east/aussie-chosen-to-play-top-division-soccer-for-uruguay/story-fngr8h22-1227887853744?from=newslocal_rss,"Tue, 31 May 2016 00:20:00 GMT",HE was spotted playing soccer in a park by a talent scout on holiday in Uruguay at age 15. Now Andrew Alvarenga has made the first grade side at top division soccer&#8217;s Club Atletico Cerro.,No category available,AU_sports,No author available
Polecats show no mercy to Beavers,http://www.dailytelegraph.com.au/newslocal/sport/norwest-polecats-crush-cumberland-beavers-to-tighten-grip-on-nsw-tertiary-rugby-league-title/story-fngr8i7q-1227887651329?from=newslocal_rss,"Mon, 30 May 2016 05:27:00 GMT",THE mercy rule was applied as table toppers Norwest Polecats posted a 54-4 victory over Cumberland Beavers in their NSW Tertiary Rugby League game at Kellyville on Saturday.,No category available,AU_sports,No author available
Phoenix soaring above the rest,http://www.dailytelegraph.com.au/newslocal/city-east/self-taught-gold-medallist-dreams-of-flying-high-in-nba/story-fngr8h22-1227889999816?from=newslocal_rss,"Mon, 30 May 2016 23:45:00 GMT","&#8216;Self-taught&#8217; athlete Phoenix Martin is a gold medal winner thanks to his determination to succeed, and the help of his coach...his dad.",No category available,AU_sports,No author available
One sport not enough,http://www.dailytelegraph.com.au/newslocal/macarthur/junior-sports-star-nominee-plays-six-sports/story-fngr8ifg-1227860299013?from=newslocal_rss,"Mon, 09 May 2016 05:15:00 GMT",SONNY &nbsp;Edwards-Moeke takes the term sports all rounder to a new level.,No category available,AU_sports,No author available
Wanderers just fall short,http://www.dailytelegraph.com.au/newslocal/sport/western-sydney-wanderers-got-punished-in-the-first-half-but-you-cant-take-away-our-great-season-romeo-castelen/story-fngr8i7q-1227852207151?from=newslocal_rss,"Tue, 03 May 2016 01:25:00 GMT",WE&#8217;RE obviously very disappointed. Our whole season led to this moment and unfortunately we just came up short. But it doesn&#8217;t take away from what has been a great season.,No category available,AU_sports,No author available
Life-saving defibs for sports grounds,http://www.dailytelegraph.com.au/newslocal/news/all-blacktown-sports-grounds-to-get-vital-defibrillators-making-it-the-first-nsw-council-to-do-this/story-fngr8gwi-1227847550966?from=newslocal_rss,"Fri, 29 Apr 2016 14:00:00 GMT",MORE than 100 defibrillators will be placed in all sport venues in Blacktown making it the first council in the state to roll out the life-saving machines.,No category available,AU_sports,No author available
Inspired Wales top group as England falter,http://www.heraldsun.com.au/sport/football/euro-2016-group-b-wales-top-after-3-0-win-over-russia-england-draw-0-0-with-slovakia/story-fni2wcjl-1227914051770?from=herald+sun_rss,"Tue, 21 Jun 2016 00:25:00 GMT","WALES are celebrating a dream, topping Group B after a Gareth Bale, Aaron Ramsey inspired win over Russia as England faltered against Slovakia.",No category available,AU_sports,No author available
Delly’s amazing road to NBA glory,http://www.heraldsun.com.au/sport/more-sports/matthew-dellavedova-becomes-sixth-australian-to-win-nba-championship-ring/story-fnp3ipqi-1227914113717?from=herald+sun_rss,"Mon, 20 Jun 2016 06:13:00 GMT",MATTHEW Dellavedova didn&#8217;t play in Cleveland&#8217;s historic Game 7 win over Golden State but Australia&#8217;s latest NBA champ had already paid his dues.,No category available,AU_sports,No author available
Gal lines up SBW bout - and McGuire too,http://www.heraldsun.com.au/sport/nrl/state-of-origin-2016-blues-paul-gallen-lining-up-sonny-bill-williams-boxing-match/story-fni3fqyp-1227914452082?from=herald+sun_rss,"Mon, 20 Jun 2016 09:15:00 GMT","PAUL Gallen is closing in on the two biggest fights of his career, culminating in a showdown with Sonny Bill Williams. Maroon Josh McGuire even got an invite.",No category available,AU_sports,No author available
Joey joins the Pommy campaign,http://www.heraldsun.com.au/sport/rugby/eddie-jones-recruits-australian-rugby-league-legend-andrew-johns-to-help-englands-push-for-test-whitewash/story-fnibc42r-1227914428636?from=herald+sun_rss,"Mon, 20 Jun 2016 08:49:00 GMT","IN their bid to become the first touring team in 45 years to win a series 3-0 against the Wallabies, England have called upon Australian league legend Andrew Johns.",No category available,AU_sports,No author available
Titans v Sea Eagles: Five things we learned,http://www.heraldsun.com.au/sport/nrl/gold-coast-titans-defeat-manly-sea-eagles-30-10-five-things-we-learned/story-fni3grj4-1227914523912?from=herald+sun_rss,"Mon, 20 Jun 2016 10:57:00 GMT","NATHAN Peats finally looks like he settling, and Ryan James is proving the doubters wrong. Here&#8217;s what else we took from the Titans&#8217; victory.",No category available,AU_sports,No author available
Tomic is TA’s ‘cheapest investment’,http://www.heraldsun.com.au/sport/tennis/john-tomic-denies-reports-his-son-bernard-is-australian-tenniss-four-million-dollar-man/story-fnibcgxs-1227914412272?from=herald+sun_rss,"Mon, 20 Jun 2016 08:15:00 GMT",JOHN Tomic rejects claims his son Bernard is Australian tennis&#8217; &#8220;Four Million Dollar Man.&#8221;,No category available,AU_sports,No author available
"Response from Eddie, AFL not nearly enough",http://www.heraldsun.com.au/sport/afl/eddie-mcguires-apology-for-drowning-joke-wasnt-good-enough-and-neither-was-the-afls-response/story-fni5f22o-1227914476157?from=herald+sun_rss,"Mon, 20 Jun 2016 22:46:00 GMT",THERE'S so much wrong about the Eddie McGuire-James-Brayshaw-Danny Frawley pack mentality attack of Caroline Wilson. As was the AFL's insipid response on Monday.,No category available,AU_sports,No author available
Day’s gamble fails as sand traps strike,http://www.heraldsun.com.au/sport/golf/jason-days-late-us-open-charge-falls-short-after-horror-17th-hole-gamble/story-fnibbwxt-1227914199387?from=herald+sun_rss,"Mon, 20 Jun 2016 05:47:00 GMT",JASON Day recorded yet another top-10 finish at a major but was left to rue what might have been after his unlikely final round US Open charge was snuffed out in a sand trap.,No category available,AU_sports,No author available
McGuire not yet done as Pies president,http://www.heraldsun.com.au/sport/afl/eddie-mcguire-will-not-hand-over-collingwood-presidency-until-he-finishes-work-on-clubs-melbourne-park-home-base/story-fni5f6hd-1227914576898?from=herald+sun_rss,"Mon, 20 Jun 2016 22:25:00 GMT",EDDIE McGuire has told fellow club chairmen there is more work to be done in the precinct surrounding the club&#8217;s opulent Melbourne Park home base before he hands over the presidency.,No category available,AU_sports,No author available
Cavs fans fired up over title win,http://www.heraldsun.com.au/sport/basketball/cleveland-cavaliers-fans-use-firetruck-to-celebrate-nba-title-win-over-golden-state-warriors/story-fni2u9cl-1227914146448?from=herald+sun_rss,"Mon, 20 Jun 2016 06:20:00 GMT","THEY didn&#8217;t exactly steal a firetruck, but Cleveland fans have made good use of it as part of their celebrations of the Cavaliers&#8217; first NBA title.",No category available,AU_sports,No author available
Things just got personal again,http://www.theaustralian.com.au/life/personal-technology/pcs-on-the-rise-as-consumer-interest-in-mobile-phones-wanes/story-e6frgazf-1228068451701?from=public_rss,"Wed, 11 Jan 2017 13:00:00 GMT","Ten years after the iPhone dug its grave, the personal computer is rising like a phoenix.",No category available,AU_tech,No author available
Mercedes steering health drive,http://www.theaustralian.com.au/news/nation/mercedes-steers-your-health-and-fitness-drive-behind-the-wheel/story-e6frg6nf-1228068066206?from=public_rss,"Fri, 06 Jan 2017 13:00:00 GMT",You&#8217;ll start a daily workout when you get behind the wheel if you drive a Mercedes with the Fit &amp; Healthy system.,No category available,AU_tech,No author available
Glimpse of the future at Vegas,http://www.theaustralian.com.au/news/inquirer/glimpse-of-the-future-at-las-vegas-ces-hi-tech-showcase/story-e6frg6z6-1228068060435?from=public_rss,"Fri, 06 Jan 2017 13:00:00 GMT",The Consumer Electronics Show is a toy wonderland for hi-tech fanciers.,No category available,AU_tech,No author available
Mirror tracks your wrinkles,http://www.theaustralian.com.au/life/personal-technology/himirror-tracks-your-wrinkles/story-e6frgazf-1228067989889?from=public_rss,"Thu, 05 Jan 2017 15:26:00 GMT","&#8220;Magic mirror in the hand, who has the most wrinkles in the land?&#8221; has transcended from Snow White to 21st century camera technology.",No category available,AU_tech,No author available
Samsung QLED takes on OLED,http://www.theaustralian.com.au/life/personal-technology/samsung-qled-smart-tvs-take-on-lgs-oled-sets/story-e6frgazf-1228067893991?from=public_rss,"Wed, 04 Jan 2017 16:07:00 GMT",Samsung has upped the TV stakes with a new range of smart TVs with &#8220;QLED&#8221; displays.,No category available,AU_tech,No author available
Linksys reveals mesh wi-fi router,http://www.theaustralian.com.au/business/technology/linksys-reveals-mesh-wi-fi-router/story-e6frgakx-1228067807035?from=public_rss,"Tue, 03 Jan 2017 18:38:00 GMT",Multiple routers with multiple networks for your home are coming to Australia.,No category available,AU_tech,No author available
Modern gizmos take some licking,http://www.theaustralian.com.au/business/wall-street-journal/modern-gizmos-take-some-licking-technology-for-pets/story-fnay3ubk-1228066856101?from=public_rss,"Wed, 21 Dec 2016 13:00:00 GMT",You humans might be amazed to know what we dogs have figured out.,No category available,AU_tech,No author available
App winning plenty of friends,http://www.theaustralian.com.au/news/world/houseparty-app-allows-friends-to-videochat-in-groups-of-up-to-eight/story-fnb64oi6-1228066619738?from=public_rss,"Mon, 19 Dec 2016 02:36:00 GMT",A phone app that allows people to videochat in groups of up to eight has become a huge hit.,No category available,AU_tech,No author available
The ultimate takeaways,http://www.theaustralian.com.au/life/travel/gift-list-the-ultimate-takeaways/story-e6frg8rf-1228066181062?from=public_rss,"Fri, 16 Dec 2016 13:00:00 GMT",Must-have gadgets and accessories for savvy travellers.,No category available,AU_tech,No author available
Gadgetry for office and home,http://www.theaustralian.com.au/life/personal-technology/hi-tech-gadgetry-for-office-and-home/story-e6frgazf-1228066306272?from=public_rss,"Thu, 15 Dec 2016 13:00:00 GMT",Don&#8217;t trust yourself to stop nibbling? Shut those tempting treats away in a time-locked safe.,No category available,AU_tech,No author available
Galaxies collide in stunning picture,http://www.heraldsun.com.au/technology/science/stunning-photograph-released-by-nasa-shows-galaxies-colliding/story-fnjwlbuf-1228068466313?from=herald+sun_rss,"Wed, 11 Jan 2017 09:33:00 GMT",A NEW image captured by NASA Hubble space telescope shows &#8216;doomed duo&#8217; galaxies colliding and then trying to destroy one another.,No category available,AU_tech,No author available
Apple’s biggest product since the iPhone,http://www.heraldsun.com.au/technology/apple-rumoured-to-have-augmented-reality-union-with-carl-zeiss-could-be-a-game-changer/story-fnjwpv39-1228068462789?from=herald+sun_rss,"Wed, 11 Jan 2017 08:34:00 GMT","APPLE could be set to make its biggest new product announcement since the iPhone, with the company believed to be working on a game changer.",No category available,AU_tech,No author available
Rare ‘Morning Glory’ cloud dazzles Virgin flyers,http://www.heraldsun.com.au/news/national/rare-wave-cloud-spotted-from-virgin-australia-jet/story-fni0xqrb-1228068456357?from=herald+sun_rss,"Wed, 11 Jan 2017 07:19:00 GMT",ONE of the world&#8217;s most spectacular clouds made a dramatic entrance for passengers on an Adelaide-bound jet.,No category available,AU_tech,No author available
Towns ‘too hot to wear shorts’,http://www.heraldsun.com.au/technology/sydney-and-brisbane-are-hot-but-wait-until-you-see-the-weather-forecast-for-bourke-and-birdsville/story-fnjww4h3-1228068434533?from=herald+sun_rss,"Wed, 11 Jan 2017 03:48:00 GMT",SYDNEY and Brisbane are hot but there are two towns redefining the word &#8220;scorcher&#8221; and adopting bizarre solutions for dealing with the heat.,No category available,AU_tech,No author available
The gadget for the perfect coffee,http://www.heraldsun.com.au/technology/ember-is-a-coffee-cup-that-will-care-for-your-coffee-or-tea-for-you/story-fnjwpv39-1228068426811?from=herald+sun_rss,"Wed, 11 Jan 2017 02:42:00 GMT","IF you buy a large cappuccino you may find it is quite cold by the time you get to the bottom. Thankfully, there is now a solution to this.",No category available,AU_tech,No author available
Netflix has created a video game,http://www.heraldsun.com.au/technology/gaming/netflix-has-created-a-browser-based-infinite-runner-game-based-from-its-own-original-characters/story-fni0bysj-1228068417528?from=herald+sun_rss,"Wed, 11 Jan 2017 01:02:00 GMT","IF DOMINATING the streaming industry wasn&#8217;t enough, Netflix has just launched its very first video game, which features characters from its own shows.",No category available,AU_tech,No author available
The future of transport is utterly ridiculous,http://www.heraldsun.com.au/technology/the-ehang-184-personal-autonomous-passenger-drone-is-hoping-to-change-transport/story-fnjwu7kv-1228068408298?from=herald+sun_rss,"Tue, 10 Jan 2017 23:16:00 GMT","YOU could avoid peak hour traffic congestion and overcrowded public transport by flying to work. Yes, flying. It&#8217;s something that could actually happen.",No category available,AU_tech,No author available
These guys are not exactly ‘dole bludgers’,http://www.heraldsun.com.au/business/even-doctors-are-getting-screwed-by-centrelink/story-fni0cp8i-1228068377614?from=herald+sun_rss,"Tue, 10 Jan 2017 11:46:00 GMT",DOCTORS from a top Australian university say they too were hit with erroneous Centrelink debt notices &#8212; and even a PhD can&#8217;t sort out the mess.,No category available,AU_tech,No author available
Chilean navy can’t explain ‘UFO’,http://www.heraldsun.com.au/technology/science/chilean-navy-admits-it-cant-explain-chilling-footage-of-a-bizarre-craft-filmed-by-helicopter-pilots/story-fnjwlbuf-1228068362586?from=herald+sun_rss,"Tue, 10 Jan 2017 08:08:00 GMT",THE Chilean navy has admitted it can&#8217;t explain a video filmed by its pilots showing a UFO in the country&#8217;s airspace.,No category available,AU_tech,No author available
Earthquake hits Philippines island,http://www.heraldsun.com.au/technology/earthquake-measuring-73-hits-philippines-island-jolo/story-fnjww4h3-1228068355364?from=herald+sun_rss,"Tue, 10 Jan 2017 06:49:00 GMT",BREAKING: A major undersea earthquake measuring 7.3 has struck the Philippines southeast of the island Jolo.,No category available,AU_tech,No author available
Galaxies collide in stunning picture,http://www.news.com.au/technology/science/stunning-photograph-released-by-nasa-shows-galaxies-colliding/story-fnjwlcze-1228068466313?from=public_rss,"Wed, 11 Jan 2017 09:33:00 GMT",A NEW image captured by NASA Hubble space telescope shows &#8216;doomed duo&#8217; galaxies colliding and then trying to destroy one another.,No category available,AU_tech,No author available
Apple’s biggest product since the iPhone,http://www.news.com.au/technology/innovation/apple-rumoured-to-have-augmented-reality-union-with-carl-zeiss-could-be-a-game-changer/story-fnpjxnlk-1228068462789?from=public_rss,"Wed, 11 Jan 2017 08:34:00 GMT","APPLE could be set to make its biggest new product announcement since the iPhone, with the company believed to be working on a game changer.",No category available,AU_tech,No author available
Rare ‘Morning Glory’ cloud dazzles Virgin flyers,http://www.news.com.au/technology/environment/rare-wave-cloud-spotted-from-virgin-australia-jet/story-fnpjxt8n-1228068456357?from=public_rss,"Wed, 11 Jan 2017 07:19:00 GMT",ONE of the world&#8217;s most spectacular clouds made a dramatic entrance for passengers on an Adelaide-bound jet.,No category available,AU_tech,No author available
Towns ‘too hot to wear shorts’,http://www.news.com.au/technology/environment/sydney-and-brisbane-are-hot-but-wait-until-you-see-the-weather-forecast-for-bourke-and-birdsville/story-e6frflp0-1228068434533?from=public_rss,"Wed, 11 Jan 2017 03:48:00 GMT",SYDNEY and Brisbane are hot but there are two towns redefining the word &#8220;scorcher&#8221; and adopting bizarre solutions for dealing with the heat.,No category available,AU_tech,No author available
The gadget for the perfect coffee,http://www.news.com.au/technology/innovation/ember-is-a-coffee-cup-that-will-care-for-your-coffee-or-tea-for-you/story-fnpjxnlk-1228068426811?from=public_rss,"Wed, 11 Jan 2017 02:42:00 GMT","IF you buy a large cappuccino you may find it is quite cold by the time you get to the bottom. Thankfully, there is now a solution to this.",No category available,AU_tech,No author available
Sounds exhilarating,http://www.cairnspost.com.au/discover-a-world-of-music/story-fnjpusac-1228068516073?from=public_rss,"Thu, 12 Jan 2017 00:48:00 GMT",AWARD-WINNING musician and singer Vince Jones is among the top-notch jazz talent set to entertain audiences at the Tanks Arts Centre this year.,No category available,AU_entertainment,No author available
Eyes on world,http://www.cairnspost.com.au/brooke-evers-to-kick-off-australia-day-celebrations-at-gilligans/story-fnjpusac-1228068513380?from=public_rss,"Thu, 12 Jan 2017 00:42:00 GMT","NIGHT-LIFE in Cairns is set to reach new heights in 2017, with local nightclub Gilligan&#8217;s hoping to bring more international artists to its venue this year.",No category available,AU_entertainment,No author available
Waifs celebrate 25 years with Cairns concert,http://www.cairnspost.com.au/entertainment/the-waifs-to-play-at-munro-martin-parklands/story-fnjput3w-1228068372647?from=public_rss,"Tue, 10 Jan 2017 19:00:00 GMT",LONG-RUNNING Australian outfit The Waifs are coming to Cairns as part of celebrations marking 25 years as a band.,No category available,AU_entertainment,No author available
Big year to play host,http://www.cairnspost.com.au/entertainment/mega-line-up-of-live-entertainment-headed-to-cairns/story-fnjput3w-1228068189714?from=public_rss,"Sun, 08 Jan 2017 19:00:00 GMT","AFTER a lull over the Christmas period, live entertainment ramps up in Cairns this month.",No category available,AU_entertainment,No author available
Exciting stage of life,http://www.cairnspost.com.au/entertainment/cairns-choral-society-presents-the-fantasticks/story-fnjput3w-1228067911568?from=public_rss,"Wed, 04 Jan 2017 23:06:00 GMT",THE Cairns Choral Society has not let the demise of the Cairns Civic Theatre stop it from staging its annual musical.,No category available,AU_entertainment,No author available
The next superhero films you can’t miss,http://www.cairnspost.com.au/entertainment/batman-superman-spider-man-thor-wolverine-all-your-favourite-superheroes-are-back-for-2017/story-fnjput3w-1228067660152?from=public_rss,"Mon, 02 Jan 2017 03:46:00 GMT",SUPERHERO films are here to stay and there&#8217;s bound to be plenty more shocks and surprises with the very full slate of super-titles down for 2017.,No category available,AU_entertainment,No author available
Head to the beaches for NYE,http://www.cairnspost.com.au/entertainment/head-to-the-beaches-if-you-want-to-stay-dry-for-nye-in-cairns/story-fnjput3w-1228067486916?from=public_rss,"Fri, 30 Dec 2016 00:59:00 GMT",THE weather bureau has a message for Far Northerners wanting the best chance at avoiding any rain this New Year&#8217;s Eve.,No category available,AU_entertainment,No author available
Go out with a bang,http://www.cairnspost.com.au/entertainment/farewell-2016-and-enjoy-the-festivities-around-cairns/story-fnjput3w-1228067406116?from=public_rss,"Wed, 28 Dec 2016 23:47:00 GMT",Say farewell to a tumultuous 2016 and welcome in a New Year by soaking up the festive and fun atmosphere around Cairns.,No category available,AU_entertainment,No author available
Girls prepare for Miss World finals,http://www.cairnspost.com.au/entertainment/far-norths-madeline-cowe-and-catriona-gray-vie-for-miss-world/story-fnjput3w-1228066464412?from=public_rss,"Fri, 16 Dec 2016 22:50:00 GMT",AUSTRALIAN critters have been a hot topic of conversation among Miss World contestants as they prepare for the final in the US on Monday.,No category available,AU_entertainment,No author available
Gags ‘n’ goodies,http://www.cairnspost.com.au/radios-shad-wicker-starts-guilty-free-comedy/story-fnjpusac-1228066370639?from=public_rss,"Fri, 16 Dec 2016 00:25:00 GMT",A NEW creative outlet is hoping to grow Cairns&#8217; comedy scene and help local charities at the same time.,No category available,AU_entertainment,No author available
Waifs add two Tassie dates to national tour,http://www.themercury.com.au/entertainment/west-australian-trio-the-waifs-to-play-in-hobart-on-march-25-and-devonport-on-march-26/story-fnj3tycr-1228068306671?from=public_rss,"Mon, 09 Jan 2017 21:30:00 GMT",MUCH-loved WA trio The Waifs are celebrating their 25th anniversary &#8212; and marking the occasion with a national tour that comes to Tasmania in March.,No category available,AU_entertainment,No author available
Forty shades of blues,http://www.themercury.com.au/entertainment/forty-shades-of-blues-for-monas-fifty-days-of-jam/story-fnj3tycr-1228068040159?from=public_rss,"Sun, 08 Jan 2017 03:00:00 GMT","FORMER Hobart blues and funk favourites Forty Fingers are back in action, and will show off their digital dexterity at Mona next week.",No category available,AU_entertainment,No author available
Plumb to play with musical hero Irvine,http://www.themercury.com.au/entertainment/luke-plumb-to-play-with-musical-hero-andy-irvine/story-fnj3tycr-1228068038338?from=public_rss,"Sat, 07 Jan 2017 23:00:00 GMT","FORMER Tasmanian folk musician Luke Plumb will team up with his musical hero, Irish legend Andy Irvine, at this weekend&#8217;s Cygnet Folk Festival.",No category available,AU_entertainment,No author available
Singer’s personal connection,http://www.themercury.com.au/entertainment/indigenous-singer-songwriter-glenn-skulthorpes-personal-connection/story-fnj3tycr-1228068021888?from=public_rss,"Sat, 07 Jan 2017 01:00:00 GMT","NEW South Wales indigenous singer-songwriter Glenn Skuthorpe brings his blend of blues, roots, country and folk music south to Cygnet this weekend.",No category available,AU_entertainment,No author available
‘It keeps getting bigger and bigger’,http://www.themercury.com.au/entertainment/tiny-town-of-cygnet-set-to-be-swamped-for-annual-folk-festival/story-fnj3tycr-1228067945257?from=public_rss,"Fri, 06 Jan 2017 01:00:00 GMT",THOUSANDS of people are descending on the Huon Valley for this year&#8217;s Cygnet Folk Festival.,No category available,AU_entertainment,No author available
Standing room only as fans book early,http://www.themercury.com.au/entertainment/cygnet-folk-festival-ticket-sales-through-the-roof-say-organisers/story-fnj3tycr-1228067945950?from=public_rss,"Thu, 05 Jan 2017 05:39:00 GMT","WE seem to say it every year, but this weekend&#8217;s Cygnet Folk Festival is again shaping up as the biggest and best in the event&#8217;s history. <b>WATCH THE VIDEO</b>",No category available,AU_entertainment,No author available
What to see at the movies right now,http://www.themercury.com.au/entertainment/your-movie-guide-every-current-release-rated/story-fnj3tycr-1227365733156?from=public_rss,"Thu, 05 Jan 2017 01:41:00 GMT",CAN&#8217;T decide what movie to see this week? National movie reviewer Leigh Paatsch has every current release covered to make your choice easier.,No category available,AU_entertainment,No author available
Art-rock veterans wield Velvet hammer,http://www.themercury.com.au/entertainment/art-rock-veterans-to-wield-velvet-hammer-at-mofo-on-january-22/story-fnj3tycr-1228067856425?from=public_rss,"Wed, 04 Jan 2017 06:31:00 GMT","REGURGITATOR are putting a classical Chinese spin on a rock &#8217;n&#8217; roll classic for Mofo this month, as <b>KANE YOUNG</b> reports.",No category available,AU_entertainment,No author available
Rain causes smaller day out at Mona,http://www.themercury.com.au/entertainment/rains-smaller-day-out-at-mona/story-fnj3tycr-1228067638728?from=public_rss,"Sun, 01 Jan 2017 13:00:00 GMT","IT was a washout at Walshy&#8217;s, as wet weather affected crowd numbers at Mona&#8217;s annual New Year&#8217;s Day concert.",No category available,AU_entertainment,No author available
A taste of Champagne,http://www.themercury.com.au/entertainment/guitar-prodigy-daniel-champagne-to-perform-at-taste/story-fnj3tycr-1228067406111?from=public_rss,"Sun, 01 Jan 2017 03:00:00 GMT",POP a bottle and drink in the sounds of Daniel Champagne when the Australian guitar prodigy performs at the Taste of Tasmania.,No category available,AU_entertainment,No author available
